trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
2643a408603a3a53,5851,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1675,390.06666666666666
17788b1b41ba6d8d,6516,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1235,434.4
7ac4e86133cc46ea,4955,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1460,330.3333333333333
0cb6f699b4229536,7172,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1565,478.1333333333333
1f7024de51edeb57,5351,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1219,356.73333333333335
34e957dce6a9f1dc,7476,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1674,498.4
3c912b595a23567e,5066,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1414,337.73333333333335
406cf90abdf17269,5291,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1400,352.73333333333335
58f94134e243ca03,7093,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1641,472.8666666666667
2ccfed5507b57cd3,6411,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1350,427.4
7c60ff51e1da21ef,6928,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1719,461.8666666666667
49280f4846b4a082,5625,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1302,375.0
6f1ba7aa707e5bec,7008,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1657,467.2
2717dfda69512c11,4990,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,964,332.6666666666667
35bae39f1d00d380,6301,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1463,420.06666666666666
7d18074b73561570,6537,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,2309,435.8
0c7399fa62f59383,4576,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1185,305.06666666666666
2e3b347cd3621863,6242,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1802,416.1333333333333
2a586c0e3e6c234b,6060,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1803,404.0
27766e4ea3476fc2,4964,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1384,330.93333333333334
52a7511502f859d7,6012,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1264,400.8
0c2e37656c5d1c8f,4883,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1277,325.53333333333336
50b1b7a0d6cef975,6342,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1296,422.8
7f449a9363d8238a,6323,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1327,421.53333333333336
01ca210bde2d3a02,7296,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1600,486.4
222bad6dbb7dd98f,7435,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1571,495.6666666666667
4e8a6c30d488436c,6626,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1448,441.73333333333335
10a5116ab2875ec6,6476,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1495,431.73333333333335
6a1080ddebed732f,7321,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1576,488.06666666666666
7c58cbc7473cf33b,5801,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1759,386.73333333333335
61672ee08731d511,7151,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1480,476.73333333333335
38b9d0ce9bf6970e,5516,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1461,367.73333333333335
7395d68658075563,5850,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1647,390.0
141e376c2b6fce0f,6771,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1364,451.4
122ed7d28f509c93,5901,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1602,393.4
33073316a7f2c8c0,7600,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1750,506.6666666666667
52fa96b31f21c070,6076,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1481,405.06666666666666
402d933069fb34e4,4533,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1236,302.2
475973e2144d0410,5972,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1697,398.1333333333333
28b3256685ea0819,5685,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1641,379.0
04a511575fc1593b,5792,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1773,386.1333333333333
6ea97d9015066561,8125,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,2072,541.6666666666666
590a7c60b209d9a1,6768,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1772,451.2
7b616fa15dff9283,7521,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1569,501.4
0380ce528bee03b6,5794,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1195,386.26666666666665
5138e433d37e39f9,7143,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1372,476.2
36dd0154cfb6a505,5212,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1497,347.46666666666664
08d878bc7f1e3957,4964,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1409,330.93333333333334
63e6b287b08f9099,7433,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1741,495.53333333333336
336d9d6498cd64db,7475,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1672,498.3333333333333
6965bc776bb63e71,3430,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,944,228.66666666666666
09ae80350552bba3,4852,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,974,323.46666666666664
0ec4886bdfe542dc,7710,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1636,514.0
0aee29fea4543b75,7399,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1508,493.26666666666665
5b19856b5d9b484c,6205,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1458,413.6666666666667
509ae30c386cb493,4604,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,897,306.93333333333334
68cc93e8caf6c02f,6054,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1650,403.6
00adb82af7106de6,6108,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1184,407.2
18496d8d88fde348,6990,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1435,466.0
001e21098f09a822,6064,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1313,404.26666666666665
79045b1bab11958e,6822,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1645,454.8
73abf3f11f63ef47,5011,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1230,334.06666666666666
7ee87efda847a883,4181,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1144,278.73333333333335
02cb6a48dc68150c,5722,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1442,381.46666666666664
46a1dd35e6dbf6af,5129,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1374,341.93333333333334
1b39a9282499a322,4904,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1294,326.93333333333334
5da3e07c6cc4b02b,7308,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1598,487.2
3d3c909cd757fd7e,5140,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1497,342.6666666666667
122d8cc0754b97dd,7156,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1642,477.06666666666666
228b37b35581e976,7789,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1805,519.2666666666667
5479ff9fc3d31cd5,6183,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1260,412.2
31bf9d01548c2d09,7897,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1822,526.4666666666667
487319e44c39ef12,7103,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1590,473.53333333333336
196310ef3315b559,5018,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1367,334.53333333333336
31213a44bcb47d11,5241,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,962,349.4
1739a3eb59dc8e79,6691,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1511,446.06666666666666
376fa2cbe0910e2e,6549,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1481,436.6
4f6c7894031d876c,7421,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1700,494.73333333333335
04b4e62cded90dea,6992,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1639,466.1333333333333
26db0b53b2c232ea,7812,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1716,520.8
65a33e1ca37d7224,5503,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1645,366.8666666666667
169b2f9460cdaf45,5734,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1751,382.26666666666665
1df5811bf81c4cad,4435,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1147,295.6666666666667
13baab7a82c2a7ea,5845,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1075,389.6666666666667
4fe1eacb77ac9643,9125,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1733,608.3333333333334
4687d6a86f4cdc0b,7021,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1631,468.06666666666666
153e7bb540a03886,5329,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1623,355.26666666666665
63e520aedd39a150,5462,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1435,364.1333333333333
456058dd0241ff3d,5571,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1520,371.4
6e2b4cb6ec44ef9f,5883,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1483,392.2
0e66de44a94edc4a,3767,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1022,251.13333333333333
23acc74618dae7ee,4726,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,947,315.06666666666666
756b37885f2ce3cd,4925,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1406,328.3333333333333
0326e373a749ab69,5284,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1431,352.26666666666665
527c449cc55cc28b,5706,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1549,380.4
34adf95096c4e9ab,6785,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1372,452.3333333333333
5e95525208ae49d5,6456,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1283,430.4
410b59a945046005,5147,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1379,343.1333333333333
24e9c22959ff2f4f,7143,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1438,476.2
247a12f3c6a909c1,7032,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1705,468.8
2643a408603a3a53,5851,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1675,390.06666666666666
17788b1b41ba6d8d,6516,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1235,434.4
7ac4e86133cc46ea,4955,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1460,330.3333333333333
0cb6f699b4229536,7172,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1565,478.1333333333333
1f7024de51edeb57,5351,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1219,356.73333333333335
34e957dce6a9f1dc,7476,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1674,498.4
3c912b595a23567e,5066,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1414,337.73333333333335
406cf90abdf17269,5291,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1400,352.73333333333335
58f94134e243ca03,7093,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1641,472.8666666666667
2ccfed5507b57cd3,6411,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1350,427.4
7c60ff51e1da21ef,6928,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1719,461.8666666666667
49280f4846b4a082,5625,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1302,375.0
6f1ba7aa707e5bec,7008,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1657,467.2
2717dfda69512c11,4990,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,964,332.6666666666667
35bae39f1d00d380,6301,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1463,420.06666666666666
7d18074b73561570,6537,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,2309,435.8
0c7399fa62f59383,4576,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1185,305.06666666666666
2e3b347cd3621863,6242,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1802,416.1333333333333
2a586c0e3e6c234b,6060,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1803,404.0
27766e4ea3476fc2,4964,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1384,330.93333333333334
52a7511502f859d7,6012,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1264,400.8
0c2e37656c5d1c8f,4883,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1277,325.53333333333336
50b1b7a0d6cef975,6342,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1296,422.8
7f449a9363d8238a,6323,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1327,421.53333333333336
01ca210bde2d3a02,7296,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1600,486.4
222bad6dbb7dd98f,7435,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1571,495.6666666666667
4e8a6c30d488436c,6626,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1448,441.73333333333335
10a5116ab2875ec6,6476,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1495,431.73333333333335
6a1080ddebed732f,7321,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1576,488.06666666666666
7c58cbc7473cf33b,5801,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1759,386.73333333333335
61672ee08731d511,7151,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1480,476.73333333333335
38b9d0ce9bf6970e,5516,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1461,367.73333333333335
7395d68658075563,5850,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1647,390.0
141e376c2b6fce0f,6771,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1364,451.4
122ed7d28f509c93,5901,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1602,393.4
33073316a7f2c8c0,7600,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1750,506.6666666666667
52fa96b31f21c070,6076,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1481,405.06666666666666
402d933069fb34e4,4533,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1236,302.2
475973e2144d0410,5972,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1697,398.1333333333333
28b3256685ea0819,5685,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1641,379.0
04a511575fc1593b,5792,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1773,386.1333333333333
6ea97d9015066561,8125,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,2072,541.6666666666666
590a7c60b209d9a1,6768,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1772,451.2
7b616fa15dff9283,7521,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1569,501.4
0380ce528bee03b6,5794,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1195,386.26666666666665
5138e433d37e39f9,7143,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1372,476.2
36dd0154cfb6a505,5212,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1497,347.46666666666664
08d878bc7f1e3957,4964,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1409,330.93333333333334
63e6b287b08f9099,7433,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1741,495.53333333333336
336d9d6498cd64db,7475,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1672,498.3333333333333
6965bc776bb63e71,3430,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,944,228.66666666666666
09ae80350552bba3,4852,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,974,323.46666666666664
0ec4886bdfe542dc,7710,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1636,514.0
0aee29fea4543b75,7399,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1508,493.26666666666665
5b19856b5d9b484c,6205,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1458,413.6666666666667
509ae30c386cb493,4604,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,897,306.93333333333334
68cc93e8caf6c02f,6054,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1650,403.6
00adb82af7106de6,6108,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1184,407.2
18496d8d88fde348,6990,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1435,466.0
001e21098f09a822,6064,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1313,404.26666666666665
79045b1bab11958e,6822,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1645,454.8
73abf3f11f63ef47,5011,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1230,334.06666666666666
7ee87efda847a883,4181,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1144,278.73333333333335
02cb6a48dc68150c,5722,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1442,381.46666666666664
46a1dd35e6dbf6af,5129,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1374,341.93333333333334
1b39a9282499a322,4904,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1294,326.93333333333334
5da3e07c6cc4b02b,7308,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1598,487.2
3d3c909cd757fd7e,5140,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1497,342.6666666666667
122d8cc0754b97dd,7156,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1642,477.06666666666666
228b37b35581e976,7789,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1805,519.2666666666667
5479ff9fc3d31cd5,6183,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1260,412.2
31bf9d01548c2d09,7897,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1822,526.4666666666667
487319e44c39ef12,7103,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1590,473.53333333333336
196310ef3315b559,5018,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1367,334.53333333333336
31213a44bcb47d11,5241,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,962,349.4
1739a3eb59dc8e79,6691,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1511,446.06666666666666
376fa2cbe0910e2e,6549,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1481,436.6
4f6c7894031d876c,7421,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1700,494.73333333333335
04b4e62cded90dea,6992,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1639,466.1333333333333
26db0b53b2c232ea,7812,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1716,520.8
65a33e1ca37d7224,5503,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1645,366.8666666666667
169b2f9460cdaf45,5734,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1751,382.26666666666665
1df5811bf81c4cad,4435,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1147,295.6666666666667
13baab7a82c2a7ea,5845,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1075,389.6666666666667
4fe1eacb77ac9643,9125,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1733,608.3333333333334
4687d6a86f4cdc0b,7021,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1631,468.06666666666666
153e7bb540a03886,5329,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1623,355.26666666666665
63e520aedd39a150,5462,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1435,364.1333333333333
456058dd0241ff3d,5571,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1520,371.4
6e2b4cb6ec44ef9f,5883,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1483,392.2
0e66de44a94edc4a,3767,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1022,251.13333333333333
23acc74618dae7ee,4726,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,947,315.06666666666666
756b37885f2ce3cd,4925,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1406,328.3333333333333
0326e373a749ab69,5284,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1431,352.26666666666665
527c449cc55cc28b,5706,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1549,380.4
34adf95096c4e9ab,6785,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1372,452.3333333333333
5e95525208ae49d5,6456,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1283,430.4
410b59a945046005,5147,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1379,343.1333333333333
24e9c22959ff2f4f,7143,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1438,476.2
247a12f3c6a909c1,7032,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1705,468.8
19ace2aadf3c9d31,2508,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,920,418.0
785ae1fb99e60527,2358,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,870,393.0
1ba00badb59b911e,2238,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,858,373.0
7169196b61094727,1736,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,728,289.3333333333333
5d8499b73954dcb6,3022,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,934,503.6666666666667
315b3f381c41f4fe,2385,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,952,397.5
2d26a273d2a7f584,2153,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,785,358.8333333333333
77680fe08d860e67,2072,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,742,345.3333333333333
553748c512e42d83,2452,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,948,408.6666666666667
