cmdb_id,kpi_name,value
mcnode19.social-graph-mongodb-55df767ff5-5v7xk,container_memory_usage_bytes,200704.0
mcnode19.media-frontend-547594d979-vmct5,container_memory_usage_bytes,200704.0
mcnode19.unique-id-service-65b788b6d7-vnl4h,container_memory_usage_bytes,200704.0
mcnode19.nginx-thrift-79478f9bf5-vl7jv,container_memory_usage_bytes,200704.0
mcnode19.user-mention-service-5c4f566c5-f8hmx,container_memory_usage_bytes,1961984.0
mcnode19.home-timeline-service-5754ffbc6d-r7c9k,container_memory_usage_bytes,204800.0
mcnode19.media-memcached-7889bdfdfb-fsqvd,container_memory_usage_bytes,204800.0
mcnode19.jaeger-67997f9775-l68ld,container_memory_usage_bytes,204800.0
mcnode19.user-mongodb-7745bbd78-8sdxz,container_memory_usage_bytes,208896.0
mcnode19.user-timeline-redis-67cc95bc57-pcpv7,container_memory_usage_bytes,204800.0
mcnode19.post-storage-service-66c9966f5f-w5wxl,container_memory_usage_bytes,208896.0
mcnode19.post-storage-memcached-6b75788fc6-tf6s9,container_memory_usage_bytes,225280.0
mcnode19.url-shorten-service-66949ddcc4-75ttb,container_memory_usage_bytes,2056192.0
mcnode19.user-timeline-service-664c7f6696-pdp9p,container_memory_usage_bytes,204800.0
mcnode19.media-frontend-547594d979-vmct5,container_memory_usage_bytes,225280.0
mcnode19.url-shorten-service-66949ddcc4-75ttb,container_memory_usage_bytes,1802240.0
mcnode19.url-shorten-memcached-6546746864-wq2hv,container_memory_usage_bytes,200704.0
mcnode19.media-mongodb-7b64c59567-nc5t6,container_memory_usage_bytes,200704.0
mcnode19.user-memcached-59687c864d-w5btt,container_memory_usage_bytes,204800.0
mcnode19.post-storage-memcached-6b75788fc6-tf6s9,container_memory_usage_bytes,200704.0
mcnode19.user-timeline-mongodb-6758898d48-htb8f,container_memory_usage_bytes,59076608.0
mcnode19.media-mongodb-7b64c59567-nc5t6,container_memory_usage_bytes,200704.0
mcnode19.media-frontend-547594d979-vmct5,container_memory_usage_bytes,200704.0
mcnode19.social-graph-redis-5bbd5b7458-w5p5h,container_memory_usage_bytes,2834432.0
mcnode19.post-storage-memcached-6b75788fc6-tf6s9,container_memory_usage_bytes,1658880.0
